grid_gid,epdo_total,is_high_risk,risk_prob,predicted_risk
다사659079,0.0,0,0.73,1
다사644085,0.0,0,0.744,1
다사406109,0.0,0,0.472,0
다사640075,0.0,0,0.487,0
다사400190,0.0,0,0.5675,1
다사399190,0.0,0,0.5675,1
다사659069,0.0,0,0.6465,1
다사646069,0.0,0,0.5343,1
다사333169,0.0,0,0.5561,1
다사535092,0.0,0,0.5675,1
다사535091,0.0,0,0.4844,0
다사638072,0.0,0,0.6138,1
다사404127,0.0,0,0.6228,1
다사656087,0.0,0,0.6465,1
다사379183,0.0,0,0.4844,0
다사328129,0.0,0,0.4844,0
다사656067,0.0,0,0.559,1
다사567120,0.0,0,0.744,1
다바389985,0.0,0,0.4844,0
다사641068,0.0,0,0.5343,1
다바423968,0.0,0,0.4844,0
다바423969,0.0,0,0.4844,0
다사399112,0.0,0,0.1048,0
다사636112,0.0,0,0.478,0
다사632100,0.0,0,0.5675,1
다사409110,0.0,0,0.6228,1
다바393990,0.0,0,0.4508,0
다사406129,0.0,0,0.5675,1
다사638112,0.0,0,0.4806,0
다사399119,0.0,0,0.4844,0
다사646085,0.0,0,0.303,0
다바467998,0.0,0,0.6567,1
다사469000,0.0,0,0.6884,1
다사602135,0.0,0,0.5208,1
다사287140,0.0,0,0.5408,1
다사288139,0.0,0,0.5561,1
다사409125,0.0,0,0.5408,1
다사273102,0.0,0,0.4844,0
다사545011,0.0,0,0.6152,1
다사546011,0.0,0,0.5125,1
다사544010,0.0,0,0.5723,1
다사508138,0.0,0,0.5561,1
다사397190,0.0,0,0.2877,0
다사512141,0.0,0,0.6329,1
다사431155,0.0,0,0.5561,1
다사274021,0.0,0,0.6567,1
다사355121,0.0,0,0.6322,1
다사634110,0.0,0,0.4844,0
다사667075,0.0,0,0.7083,1
다사637114,0.0,0,0.4844,0
다사476171,0.0,0,0.6567,1
다사669075,0.0,0,0.5408,1
다사643081,0.0,0,0.7762,1
다사507144,0.0,0,0.5455,1
다바392996,0.0,0,0.4844,0
다사643097,0.0,0,0.7142,1
다사513037,0.0,0,0.4844,0
다사586128,0.0,0,0.5561,1
다사523060,0.0,0,0.6383,1
다사508144,0.0,0,0.5706,1
다사505144,0.0,0,0.5343,1
다사348083,0.0,0,0.744,1
다사632106,0.0,0,0.4844,0
다사648072,0.0,0,0.5322,1
다사653063,0.0,0,0.4844,0
다사591125,0.0,0,0.5446,1
다사663075,0.0,0,0.4844,0
다사369170,0.0,0,0.4844,0
다사402123,0.0,0,0.636,1
다사636102,0.0,0,0.2217,0
다사378169,0.0,0,0.4844,0
다사580052,0.0,0,0.4844,0
다사579050,0.0,0,0.4844,0
다사656068,0.0,0,0.6172,1
다사647097,0.0,0,0.6567,1
다사570124,0.0,0,0.487,0
다사648073,0.0,0,0.4844,0
다사522058,0.0,0,0.5675,1
다사536088,0.0,0,0.5561,1
다사536089,0.0,0,0.7762,1
다사486044,0.0,0,0.5675,1
다바341942,0.0,0,0.5675,1
다사592121,0.0,0,0.2466,0
다사653064,0.0,0,0.4479,0
다사637078,0.0,0,0.4844,0
다사615148,0.0,0,0.4844,0
다바336938,0.0,0,0.4844,0
다사654086,0.0,0,0.5675,1
다사268096,0.0,0,0.744,1
다사676079,0.0,0,0.4844,0
다사520054,0.0,0,0.5561,1
다사509139,0.0,0,0.0155,0
다사475003,0.0,0,0.4844,0
다사544009,0.0,0,0.4844,0
다사516043,0.0,0,0.6727,1
다사652069,0.0,0,0.1509,0
다사636100,0.0,0,0.17,0
다사397119,0.0,0,0.623,1
다사398118,0.0,0,0.6994,1
다사397117,0.0,0,0.6709,1
다사400117,0.0,0,0.5408,1
다사644065,0.0,0,0.5561,1
다사410090,0.0,0,0.5675,1
다사638107,0.0,0,0.4844,0
다사587120,0.0,0,0.4666,0
다사651094,0.0,0,0.5322,1
다사411121,0.0,0,0.744,1
다사410122,0.0,0,0.5675,1
다바339940,0.0,0,0.4844,0
다바338940,0.0,0,0.5675,1
다사665082,0.0,0,0.6151,1
다사603133,0.0,0,0.6462,1
다사399115,0.0,0,0.6911,1
다사517046,0.0,0,0.6567,1
다사439154,0.0,0,0.6739,1
다사393172,0.0,0,0.4844,0
다사380171,0.0,0,0.4844,0
다사405109,0.0,0,0.4722,0
다사565125,0.0,0,0.5561,1
다사654095,0.0,0,0.4844,0
다사286135,0.0,0,0.7142,1
다사642072,0.0,0,0.4844,0
다사641072,0.0,0,0.6846,1
다사288135,0.0,0,0.7142,1
다바390985,0.0,0,0.7142,1
다사278152,0.0,0,0.4888,0
다사643101,0.0,0,0.5675,1
다사667083,0.0,0,0.4844,0
다바469998,0.0,0,0.4844,0
다바468998,0.0,0,0.5408,1
다사604130,0.0,0,0.5266,1
다사658070,0.0,0,0.2956,0
다사405128,0.0,0,0.5561,1
다사403126,0.0,0,0.4844,0
다사468003,0.0,0,0.5266,1
다사473003,0.0,0,0.4888,0
다사567126,0.0,0,0.4844,0
다사273074,0.0,0,0.4844,0
다사509142,0.0,0,0.487,0
다사657078,0.0,0,0.6383,1
다사591124,0.0,0,0.3746,0
다사657066,0.0,0,0.5322,1
다사403129,0.0,0,0.4508,0
다사569122,0.0,0,0.4844,0
다사572125,0.0,0,0.226,0
다사571125,0.0,0,0.4844,0
다사477016,0.0,0,0.4508,0
다사664082,0.0,0,0.2021,0
다사471002,0.0,0,0.5675,1
다바469999,0.0,0,0.4844,0
다사409088,0.0,0,0.5125,1
다바391998,0.0,0,0.5266,1
다사668081,0.0,0,0.4844,0
다바432996,0.0,0,0.4888,0
다사509136,0.0,0,0.4717,0
다사509137,0.0,0,0.6606,1
다사330151,0.0,0,0.4844,0
다사270092,0.0,0,0.73,1
다사473033,0.0,0,0.5561,1
다바335938,0.0,0,0.4844,0
다바342942,0.0,0,0.4844,0
다바342943,0.0,0,0.4844,0
다바342944,0.0,0,0.4844,0
다바343944,0.0,0,0.5408,1
다바346947,0.0,0,0.4844,0
다사411123,0.0,0,0.5102,1
다사407124,0.0,0,0.6856,1
다사643068,0.0,0,0.636,1
다바467980,0.0,0,0.4844,0
다사570123,0.0,0,0.4844,0
다사450187,0.0,0,0.4844,0
다사452184,0.0,0,0.5623,1
다사646092,0.0,0,0.4844,0
다바520976,0.0,0,0.5266,1
다바394990,0.0,0,0.4844,0
다바394989,0.0,0,0.3876,0
다사507142,0.0,0,0.4614,0
다사670079,0.0,0,0.4844,0
다사634107,0.0,0,0.5079,1
다사266096,0.0,0,0.2173,0
다바394991,0.0,0,0.4844,0
다사418167,0.0,0,0.4844,0
다사670078,0.0,0,0.4844,0
다사580054,0.0,0,0.5561,1
다사402111,0.0,0,0.7142,1
다사638104,0.0,0,0.5322,1
다사642068,0.0,0,0.2961,0
다사282149,0.0,0,0.5129,1
다사405133,0.0,0,0.4844,0
다사636116,0.0,0,0.3443,0
다사669081,0.0,0,0.5675,1
다사425161,0.0,0,0.5675,1
다사510138,0.0,0,0.5897,1
다사587123,0.0,0,0.623,1
다사446049,0.0,0,0.4844,0
다사601116,0.0,0,0.226,0
다바542995,0.0,0,0.5723,1
다바385950,0.0,0,0.1045,0
다사667076,0.0,0,0.1244,0
다사650065,0.0,0,0.4844,0
다사399113,0.0,0,0.5561,1
다사397113,0.0,0,0.6334,1
다사396113,0.0,0,0.4508,0
다사443049,0.0,0,0.4844,0
다사441154,0.0,0,0.487,0
다사644101,0.0,0,0.5675,1
다사644084,0.0,0,0.5561,1
다사651061,0.0,0,0.4844,0
다사403110,0.0,0,0.5343,1
다사599115,0.0,0,0.6544,1
다바373963,0.0,0,0.4844,0
다바520977,0.0,0,0.5723,1
다사356080,0.0,0,0.4844,0
다사289079,0.0,0,0.4508,0
다사658069,0.0,0,0.4497,0
다사541140,0.0,0,0.7696,1
다사642069,0.0,0,0.535,1
다사601132,0.0,0,0.0155,0
다사542141,0.0,0,0.5266,1
다사650072,0.0,0,0.6462,1
다사527071,0.0,0,0.5675,1
다바373922,0.0,0,0.5723,1
다사291081,0.0,0,0.4508,0
다사494015,0.0,0,0.4123,0
다사495014,0.0,0,0.5102,1
다사494013,0.0,0,0.5408,1
다사495013,0.0,0,0.2173,0
다사642076,0.0,0,0.5266,1
다사635110,0.0,0,0.4844,0
다사508143,0.0,0,0.6138,1
다사640070,0.0,0,0.4844,0
다사409089,0.0,0,0.4844,0
다사410089,0.0,0,0.6567,1
다사284135,0.0,0,0.6138,1
다사639072,0.0,0,0.5675,1
다사657090,0.0,0,0.4943,0
다사657094,0.0,0,0.4844,0
다사469016,0.0,0,0.4844,0
다사424162,0.0,0,0.5675,1
다사644076,0.0,0,0.6819,1
다사604134,0.0,0,0.4844,0
다사676080,0.0,0,0.5561,1
다바529979,0.0,0,0.463,0
다사449158,0.0,0,0.4844,0
다사418043,0.0,0,0.4844,0
다사638115,0.0,0,0.5723,1
다사354076,0.0,0,0.4844,0
다사527072,0.0,0,0.4844,0
다사287135,0.0,0,0.4844,0
다사671081,0.0,0,0.4844,0
다사285135,0.0,0,0.4844,0
다사284133,0.0,0,0.5561,1
다사535082,0.0,0,0.5561,1
다사464007,0.0,0,0.5723,1
다사634108,0.0,0,0.226,0
다사289142,0.0,0,0.5675,1
다사396116,0.0,0,0.487,0
다사397116,0.0,0,0.5322,1
다사600137,0.0,0,0.6322,1
다사596134,0.0,0,0.5343,1
다사600136,0.0,0,0.3443,0
다사603130,0.0,0,0.4844,0
다사443050,0.0,0,0.4888,0
다사649071,0.0,0,0.1357,0
다사636110,0.0,0,0.4844,0
다사558105,0.0,0,0.4844,0
다사648071,0.0,0,0.487,0
다사639077,0.0,0,0.6884,1
다사568138,0.0,0,0.7394,1
다사289141,0.0,0,0.4844,0
다사658067,0.0,0,0.5588,1
다사405130,0.0,0,0.772,1
다사501145,0.0,0,0.4844,0
다사501144,0.0,0,0.4844,0
다사502142,0.0,0,0.4844,0
다사611142,0.0,0,0.4844,0
다사637069,0.0,0,0.6462,1
다사510015,0.0,0,0.772,1
다사526071,0.0,0,0.5675,1
다사275021,0.0,0,0.4844,0
다사412119,0.0,0,0.4776,0
다사413118,0.0,0,0.559,1
다사284137,0.0,0,0.4844,0
다사266103,0.0,0,0.5675,1
다사502040,0.0,0,0.5408,1
다사638120,0.0,0,0.487,0
다사561118,0.0,0,0.5213,1
다사287061,0.0,0,0.4888,0
다사398117,0.0,0,0.3443,0
다바389984,0.0,0,0.4844,0
다사636070,0.0,0,0.6375,1
다사224079,0.0,0,0.5408,1
다사398121,0.0,0,0.6933,1
다사656089,0.0,0,0.4508,0
다사659071,0.0,0,0.3443,0
다사547019,0.0,0,0.5408,1
다사653071,0.0,0,0.5706,1
다사647068,0.0,0,0.5675,1
다사264096,0.0,0,0.5561,1
다사651064,0.0,0,0.4844,0
다사404126,0.0,0,0.5322,1
다바468979,0.0,0,0.4888,0
다사627130,0.0,0,0.5446,1
다바402987,0.0,0,0.4844,0
다사402125,0.0,0,0.4844,0
다사573124,0.0,0,0.5675,1
다사573123,0.0,0,0.5675,1
다사574122,0.0,0,0.4479,0
다사568118,0.0,0,0.4717,0
다사289131,0.0,0,0.4844,0
다사288133,0.0,0,0.5322,1
다사635115,0.0,0,0.4844,0
다사526067,0.0,0,0.4844,0
다사399109,0.0,0,0.4844,0
다사647083,0.0,0,0.1269,0
다사655063,0.0,0,0.5561,1
다사274072,0.0,0,0.4844,0
다사660070,0.0,0,0.4717,0
다사397122,0.0,0,0.5102,1
다사641100,0.0,0,0.4844,0
다사641101,0.0,0,0.4844,0
다사354080,0.0,0,0.4844,0
다사657076,0.0,0,0.5322,1
다사488168,0.0,0,0.4844,0
다사640066,0.0,0,0.4844,0
다사284149,0.0,0,0.4844,0
다사636106,0.0,0,0.5408,1
다사572124,0.0,0,0.5132,1
다사295142,0.0,0,0.5125,1
다사563115,0.0,0,0.4776,0
다사672081,0.0,0,0.4844,0
다사411122,0.0,0,0.5561,1
다사655080,0.0,0,0.2857,0
다사409133,0.0,0,0.5675,1
다사601114,0.0,0,0.73,1
다사597114,0.0,0,0.5723,1
다바367985,0.0,0,0.4844,0
다사266104,0.0,0,0.4479,0
다사264107,0.0,0,0.5675,1
다사564114,0.0,0,0.5675,1
다사266098,0.0,0,0.5561,1
다사393123,0.0,0,0.4497,0
다사653066,0.0,0,0.4844,0
다사656065,0.0,0,0.6567,1
다사655065,0.0,0,0.5408,1
다사610127,0.0,0,0.4362,0
다사642103,0.0,0,0.226,0
다사461079,0.0,0,0.4844,0
다사403112,0.0,0,0.5675,1
다사635107,0.0,0,0.0187,0
다사637104,0.0,0,0.4844,0
다사507150,0.0,0,0.4844,0
다사405126,0.0,0,0.3443,0
다사271103,0.0,0,0.4844,0
다사641075,0.0,0,0.5675,1
다바526971,0.0,0,0.5675,1
다사414118,0.0,0,0.5675,1
다사473072,0.0,0,0.4844,0
다사405131,0.0,0,0.7083,1
다사408134,0.0,0,0.5675,1
다사502148,0.0,0,0.4844,0
다사508137,0.0,0,0.3007,0
다사260096,0.0,0,0.5266,1
다사657067,0.0,0,0.6819,1
다사636111,0.0,0,0.3443,0
다사291145,0.0,0,0.5183,1
다사290145,0.0,0,0.73,1
다사509150,0.0,0,0.6567,1
다사508149,0.0,0,0.4844,0
다사659068,0.0,0,0.3564,0
다사659067,0.0,0,0.4844,0
다사415044,0.0,0,0.4844,0
다사286137,0.0,0,0.4844,0
다사286138,0.0,0,0.5561,1
다사615142,0.0,0,0.4717,0
다사380183,0.0,0,0.5266,1
다바424965,0.0,0,0.5408,1
다사284063,0.0,0,0.4844,0
다사661070,0.0,0,0.5025,1
다사493015,0.0,0,0.4844,0
다사602116,0.0,0,0.4844,0
다사670080,0.0,0,0.4844,0
다사664076,0.0,0,0.5623,1
다사487075,0.0,0,0.5408,1
다사439155,0.0,0,0.4888,0
다사438155,0.0,0,0.4844,0
다바424967,0.0,0,0.4844,0
다사579053,0.0,0,0.4844,0
다사647085,0.0,0,0.3443,0
다사479016,0.0,0,0.4844,0
다사649085,0.0,0,0.0779,0
다사267078,0.0,0,0.5266,1
다사288141,0.0,0,0.4844,0
다사568117,0.0,0,0.6567,1
다사644093,0.0,0,0.4844,0
다사289133,0.0,0,0.4844,0
다사408133,0.0,0,0.5343,1
다사311133,0.0,0,0.4844,0
다사472072,0.0,0,0.4888,0
다사485045,0.0,0,0.487,0
다사369169,0.0,0,0.4844,0
다사562117,0.0,0,0.4844,0
다사288138,0.0,0,0.4717,0
다사604132,0.0,0,0.4844,0
다사602130,0.0,0,0.5408,1
다사409128,0.0,0,0.4844,0
다사636105,0.0,0,0.4844,0
다사560117,0.0,0,0.1993,0
다사288137,0.0,0,0.5675,1
다사290137,0.0,0,0.7054,1
다사404132,0.0,0,0.4844,0
다사290144,0.0,0,0.744,1
다사654084,0.0,0,0.1107,0
다사412120,0.0,0,0.4844,0
다사602117,0.0,0,0.487,0
다사643070,0.0,0,0.1623,0
다사638108,0.0,0,0.4844,0
다사638109,0.0,0,0.5723,1
다사488169,0.0,0,0.5129,1
다사646066,0.0,0,0.5675,1
다사649072,0.0,0,0.259,0
다사633099,0.0,0,0.6567,1
다사508147,0.0,0,0.4844,0
다사507147,0.0,0,0.5723,1
다사507146,0.0,0,0.226,0
다바530998,0.0,0,0.4123,0
다사638121,0.0,0,0.4844,0
다사406110,0.0,0,0.6856,1
다사638074,0.0,0,0.4844,0
다사655078,0.0,0,0.5266,1
다사417043,0.0,0,0.4844,0
다바372922,0.0,0,0.4844,0
다사560105,0.0,0,0.4717,0
다사419180,0.0,0,0.4844,0
다사637108,0.0,0,0.4844,0
다사619123,0.0,0,0.4943,0
다사290079,0.0,0,0.4508,0
다사269092,0.0,0,0.4844,0
다사645089,0.0,0,0.4844,0
다사290143,0.0,0,0.5675,1
다바380932,0.0,0,0.5723,1
다사653075,0.0,0,0.4844,0
다사473034,0.0,0,0.4844,0
다사474034,0.0,0,0.5561,1
다사292085,0.0,0,0.4508,0
다사293085,0.0,0,0.5102,1
다사295084,0.0,0,0.6911,1
다사294084,0.0,0,0.4844,0
다사396102,0.0,0,0.5266,1
다사396103,0.0,0,0.4844,0
다사582115,0.0,0,0.0528,0
다사583115,0.0,0,0.4844,0
다사584114,0.0,0,0.4844,0
다사582123,0.0,0,0.4844,0
다사582118,0.0,0,0.4844,0
다사581118,0.0,0,0.5408,1
다사555108,0.0,0,0.4844,0
다사586130,0.0,0,0.5343,1
다사477194,0.0,0,0.5561,1
다사482180,0.0,0,0.4844,0
다사482179,0.0,0,0.4844,0
다사478185,0.0,0,0.5594,1
다사477189,0.0,0,0.4844,0
다사477190,0.0,0,0.6567,1
다사476190,0.0,0,0.4844,0
다사476193,0.0,0,0.4844,0
다사566122,0.0,0,0.5623,1
다바506963,0.0,0,0.5675,1
다바506964,0.0,0,0.4844,0
다바505963,0.0,0,0.5561,1
다바504963,0.0,0,0.5675,1
다바503963,0.0,0,0.4844,0
다사588128,0.0,0,0.5343,1
다사587127,0.0,0,0.5675,1
다사318134,0.0,0,0.4844,0
다바329937,0.0,0,0.4844,0
다사530070,0.0,0,0.4389,0
다사529070,0.0,0,0.4844,0
다사632461,0.0,0,0.4844,0
다사632462,0.0,0,0.5675,1
다사631462,0.0,0,0.3746,0
다사630462,0.0,0,0.0095,0
다사658485,0.0,0,0.6571,1
다사659485,0.0,0,0.5079,1
다사660484,0.0,0,0.4798,0
다사661484,0.0,0,0.1634,0
다사662483,0.0,0,0.4189,0
다사664482,0.0,0,0.1769,0
다사674421,0.0,0,0.4844,0
다사673421,0.0,0,0.2849,0
다사672424,0.0,0,0.5723,1
다사673426,0.0,0,0.1607,0
다사674429,0.0,0,0.7313,1
다사658470,0.0,0,0.5675,1
다사656468,0.0,0,0.0946,0
다사651469,0.0,0,0.3443,0
다사651470,0.0,0,0.5162,1
다사652470,0.0,0,0.6915,1
다사653470,0.0,0,0.7762,1
다사654470,0.0,0,0.4844,0
다사649469,0.0,0,0.5561,1
다사655470,0.0,0,0.5675,1
다사658469,0.0,0,0.5561,1
다사654468,0.0,0,0.4844,0
다사651468,0.0,0,0.744,1
다사657467,0.0,0,0.5561,1
다사645465,0.0,0,0.3746,0
다사656470,0.0,0,0.226,0
다사656471,0.0,0,0.6755,1
다사657470,0.0,0,0.226,0
다사667422,0.0,0,0.4844,0
다사696437,0.0,0,0.127,0
다사696443,0.0,0,0.4844,0
다사665442,0.0,0,0.739,1
다사669437,0.0,0,0.184,0
다사671434,0.0,0,0.7431,1
다사657480,0.0,0,0.6329,1
다사674453,0.0,0,0.6056,1
다사660454,0.0,0,0.5266,1
다사684435,0.0,0,0.6696,1
다사687434,0.0,0,0.226,0
다사671442,0.0,0,0.7794,1
다사686434,0.0,0,0.7506,1
다사670447,0.0,0,0.8079,1
다사665459,0.0,0,0.3867,0
다사666445,0.0,0,0.3095,0
다사679450,0.0,0,0.2293,0
다사663445,0.0,0,0.6576,1
다사672442,0.0,0,0.1553,0
다사673433,0.0,0,0.5449,1
다사671435,0.0,0,0.5675,1
다사667446,0.0,0,0.0539,0
다사647462,0.0,0,0.6755,1
다사666455,0.0,0,0.4875,0
다사661443,0.0,0,0.6259,1
다사694436,0.0,0,0.7168,1
다사673455,0.0,0,0.4533,0
다사658431,0.0,0,0.4844,0
다사623456,0.0,0,0.2575,0
다사620459,0.0,0,0.4844,0
다사650445,0.0,0,0.6755,1
다사640460,0.0,0,0.226,0
다사662462,0.0,0,0.6177,1
다사632447,0.0,0,0.4857,0
다사647454,0.0,0,0.4844,0
다사642457,0.0,0,0.5561,1
다사642458,0.0,0,0.5675,1
다사646444,0.0,0,0.4627,0
다사624453,0.0,0,0.5675,1
다사624452,0.0,0,0.6134,1
다사624451,0.0,0,0.5675,1
다사652437,0.0,0,0.4844,0
다사655437,0.0,0,0.4844,0
다사655438,0.0,0,0.4844,0
다사655439,0.0,0,0.5675,1
다사654439,0.0,0,0.4844,0
다사650448,0.0,0,0.6998,1
다사649448,0.0,0,0.252,0
다사623450,0.0,0,0.6004,1
다사628456,0.0,0,0.81,1
다사641460,0.0,0,0.5162,1
다사675459,0.0,0,0.4844,0
다사653479,0.0,0,0.5675,1
다사652481,0.0,0,0.4844,0
다사658462,0.0,0,0.2569,0
다사666444,0.0,0,0.6576,1
다사666441,0.0,0,0.7559,1
다사689441,0.0,0,0.6004,1
다사664451,0.0,0,0.2116,0
다사665453,0.0,0,0.2499,0
다사691446,0.0,0,0.6607,1
다사692445,0.0,0,0.437,0
다사671452,0.0,0,0.6398,1
다사678450,0.0,0,0.6398,1
다사653474,0.0,0,0.6576,1
다사698446,0.0,0,0.6317,1
다사674454,0.0,0,0.7669,1
다사654476,0.0,0,0.4844,0
다사678438,0.0,0,0.2499,0
다사681449,0.0,0,0.7356,1
다사682450,0.0,0,0.5396,1
다사671438,0.0,0,0.2499,0
다사653475,0.0,0,0.2446,0
다사670435,0.0,0,0.4684,0
다사667435,0.0,0,0.7484,1
다사668432,0.0,0,0.5118,1
다사661492,0.0,0,0.4844,0
다사673428,0.0,0,0.4118,0
다사670433,0.0,0,0.4939,0
다사666435,0.0,0,0.1887,0
다사659486,0.0,0,0.3809,0
다사649470,0.0,0,0.5848,1
다사680450,0.0,0,0.2499,0
다사658480,0.0,0,0.4993,0
다사658479,0.0,0,0.3425,0
다사670431,0.0,0,0.6334,1
다사670430,0.0,0,0.5675,1
다사668431,0.0,0,0.4802,0
다사665484,0.0,0,0.6051,1
다사656436,0.0,0,0.4844,0
다사653476,0.0,0,0.5561,1
다사628454,0.0,0,0.3443,0
다사627452,0.0,0,0.4844,0
다사629458,0.0,0,0.4844,0
다사625459,0.0,0,0.4844,0
다사649465,0.0,0,0.5675,1
다사647469,0.0,0,0.5675,1
다사670446,0.0,0,0.4844,0
다사659480,0.0,0,0.6947,1
다사650463,0.0,0,0.4844,0
다사683449,0.0,0,0.5555,1
다사646466,0.0,0,0.0691,0
다사647466,0.0,0,0.4844,0
다사633446,0.0,0,0.4844,0
다사688443,0.0,0,0.3597,0
다사638462,0.0,0,0.6884,1
다사674411,0.0,0,0.5675,1
다사674437,0.0,0,0.2909,0
다사658445,0.0,0,0.153,0
다사659447,0.0,0,0.0952,0
다사660447,0.0,0,0.3746,0
다사649449,0.0,0,0.0586,0
다사650447,0.0,0,0.4118,0
다사625452,0.0,0,0.0063,0
다사659478,0.0,0,0.6576,1
다사666436,0.0,0,0.0731,0
다사657433,0.0,0,0.5675,1
다사697443,0.0,0,0.7821,1
다사663449,0.0,0,0.5675,1
다사664455,0.0,0,0.0428,0
다사630448,0.0,0,0.6004,1
다사664457,0.0,0,0.5714,1
다사665457,0.0,0,0.6163,1
다사666456,0.0,0,0.6029,1
다사693440,0.0,0,0.4793,0
다사663423,0.0,0,0.4844,0
다사666422,0.0,0,0.6278,1
다사666454,0.0,0,0.1703,0
다사687433,0.0,0,0.0472,0
다사686432,0.0,0,0.1344,0
다사689445,0.0,0,0.171,0
다사671423,0.0,0,0.744,1
다사652474,0.0,0,0.5675,1
다사673444,0.0,0,0.4844,0
다사673443,0.0,0,0.632,1
다사674442,0.0,0,0.5355,1
다사645464,0.0,0,0.5675,1
다사689437,0.0,0,0.6875,1
다사649443,0.0,0,0.7135,1
다사667421,0.0,0,0.5675,1
다사667420,0.0,0,0.5162,1
다사667419,0.0,0,0.5675,1
다사663422,0.0,0,0.6334,1
다사658446,0.0,0,0.5118,1
다사668444,0.0,0,0.6177,1
다사673451,0.0,0,0.6649,1
다사674427,0.0,0,0.6911,1
다사674428,0.0,0,0.5675,1
다사672420,0.0,0,0.4844,0
다사671421,0.0,0,0.3443,0
다사675424,0.0,0,0.4824,0
다사670423,0.0,0,0.7476,1
다사675423,0.0,0,0.5675,1
다사625456,0.0,0,0.4844,0
다사675455,0.0,0,0.0968,0
다사649466,0.0,0,0.226,0
다사658465,0.0,0,0.4844,0
다사672436,0.0,0,0.6567,1
다사647464,0.0,0,0.5675,1
다사647465,0.0,0,0.3068,0
다사673425,0.0,0,0.6875,1
다사674444,0.0,0,0.5675,1
다사677423,0.0,0,0.7135,1
다사683447,0.0,0,0.744,1
다사682449,0.0,0,0.3889,0
다사664460,0.0,0,0.0817,0
다사672437,0.0,0,0.4582,0
다사666457,0.0,0,0.339,0
다사664456,0.0,0,0.3888,0
다사672446,0.0,0,0.2499,0
다사680444,0.0,0,0.481,0
다사667458,0.0,0,0.376,0
다사684433,0.0,0,0.5675,1
다사677452,0.0,0,0.5364,1
다사665424,0.0,0,0.5561,1
다사659476,0.0,0,0.5371,1
다사669428,0.0,0,0.6767,1
다사662460,0.0,0,0.2231,0
다사630449,0.0,0,0.2499,0
다사663450,0.0,0,0.2499,0
다사650465,0.0,0,0.4844,0
다사664423,0.0,0,0.6947,1
다사647457,0.0,0,0.5984,1
다사697440,0.0,0,0.4814,0
다사690446,0.0,0,0.3703,0
다사670450,0.0,0,0.3753,0
다사670444,0.0,0,0.2144,0
다사639454,0.0,0,0.6004,1
다사623454,0.0,0,0.4844,0
다사683419,0.0,0,0.4844,0
다사682419,0.0,0,0.5408,1
다사697439,0.0,0,0.6398,1
다사698438,0.0,0,0.4844,0
다사696441,0.0,0,0.6334,1
다사699443,0.0,0,0.5825,1
다사699441,0.0,0,0.4844,0
다사697438,0.0,0,0.6096,1
다사696442,0.0,0,0.632,1
다사699438,0.0,0,0.4844,0
다사698437,0.0,0,0.1703,0
다사672454,0.0,0,0.6576,1
다사671433,0.0,0,0.5355,1
다사671432,0.0,0,0.1066,0
다사658473,0.0,0,0.6567,1
다사659473,0.0,0,0.4215,0
다사660473,0.0,0,0.4881,0
다사663484,0.0,0,0.339,0
다사664440,0.0,0,0.5675,1
다사646463,0.0,0,0.2909,0
다사634450,0.0,0,0.4866,0
다사697441,0.0,0,0.0741,0
다사662456,0.0,0,0.3637,0
다사662449,0.0,0,0.263,0
다사665423,0.0,0,0.4844,0
다사634447,0.0,0,0.5162,1
다사662424,0.0,0,0.744,1
다사652471,0.0,0,0.2967,0
다사694442,0.0,0,0.4234,0
다사673456,0.0,0,0.2624,0
다사675442,0.0,0,0.6398,1
다사688438,0.0,0,0.4543,0
다사690438,0.0,0,0.226,0
다사679448,0.0,0,0.5495,1
다사694440,0.0,0,0.5079,1
다사666450,0.0,0,0.4844,0
다사666423,0.0,0,0.6567,1
다사681444,0.0,0,0.5118,1
다사679446,0.0,0,0.3753,0
다사667450,0.0,0,0.4844,0
다사666451,0.0,0,0.5675,1
다사653440,0.0,0,0.4844,0
다사668443,0.0,0,0.4844,0
다사664427,0.0,0,0.7496,1
다사672422,0.0,0,0.5848,1
다사674425,0.0,0,0.1845,0
다사657474,0.0,0,0.239,0
다사664452,0.0,0,0.6334,1
다사674438,0.0,0,0.285,0
다사668451,0.0,0,0.4844,0
다사684464,0.0,0,0.7821,1
다사672426,0.0,0,0.4309,0
다사672423,0.0,0,0.3443,0
다사676437,0.0,0,0.4844,0
다사681447,0.0,0,0.1703,0
다사664450,0.0,0,0.4844,0
다사650467,0.0,0,0.5561,1
다사650468,0.0,0,0.6299,1
다사650469,0.0,0,0.3771,0
다사665417,0.0,0,0.4844,0
다사651465,0.0,0,0.4844,0
다사662425,0.0,0,0.7762,1
다사659428,0.0,0,0.6305,1
다사660428,0.0,0,0.744,1
다사667457,0.0,0,0.4417,0
다사668446,0.0,0,0.6451,1
다사687428,0.0,0,0.181,0
다사674463,0.0,0,0.5408,1
다사673464,0.0,0,0.5984,1
다사676420,0.0,0,0.6947,1
다사663426,0.0,0,0.6884,1
다사683420,0.0,0,0.5599,1
다사685423,0.0,0,0.1664,0
다사662428,0.0,0,0.6884,1
다사683424,0.0,0,0.5675,1
다사683425,0.0,0,0.682,1
다사680421,0.0,0,0.1333,0
다사686421,0.0,0,0.3213,0
다사696444,0.0,0,0.6051,1
다사652444,0.0,0,0.3443,0
